,Title,Actual_Price,Selling_Price,Model Name,Color,Headphone Type,Inline Remote,Sales Package,Connectivity,Headphone Design,Accessories Included
271,"Skullcandy JIB True Wireless Bluetooth Headset  (Black Orange, True Wireless)","₹8,999","₹2,931",Jib TWS,Black Orange,True Wireless,Yes,"Jib True Wireless Earbuds, USB-C Charging Cable, User Manual Guide, Charging Case, Ear Gels (S, M, L)",Bluetooth,Earbud,"Charging Case, USB Charging Cable"
272,"Boult Audio ProBass EQCharge with ZEN Mode ENC, 32hrs Playtime, Ultra-Fast Charging Bluetooth Headset  (Blue, In the Ear)","₹4,499",₹799,ProBass EQCharge,Blue,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
273,"Noise Nerve Pro with upto 35hrs of playtime, ESR, Instacharge and Bluetooth v5.2 Bluetooth Headset  (Neon Green, In the Ear)","₹2,799",₹899,Nerve Pro Neckband,Neon Green,In the Ear,Yes,"1 Neckband, Charging Cable, User Manual 2 Extra Eartips",Bluetooth,Behind the Neck,
274,"Skullcandy JIB True Wireless Bluetooth Headset  (Golden Red, True Wireless)","₹8,999","₹2,999",Jib TWS,Golden Red,True Wireless,Yes,"Jib True Wireless Earbuds, USB-C Charging Cable, User Manual Guide, Ear Gels (S, M, L), Charging Case",Bluetooth,Earbud,"Charging Case, USB Charging Cable"
275,"Boult Audio ProBass Escape with Zen Tech ENC mic 10Hrs Playtime, Extra Deep Bass Bluetooth Headset  (Black, In the Ear)","₹3,999",₹899,ProBass Escape,Black,In the Ear,Yes,"1 Escape Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User Manual",Bluetooth,Behind the Neck,
276,"Skullcandy Sesh S2TDW-M003 True Wireless Bluetooth Headset  (Black, True Wireless)","₹5,999","₹4,999",Sesh S2TDW-M003,Black,True Wireless,Yes,"1 Earbud, Charging Case, User Guide",Bluetooth,,
277,"Boult Audio Airbass XPods Pro with 20 hrs Playtime, Type-C Bluetooth Headset  (Black, True Wireless)","₹5,999","₹1,499",xpods pro,Black,True Wireless,No,"1 Pair of Earbuds, Charging Case, Additional Pair of Eartips, Charging Cable, User Manual",Bluetooth,Earbud,
278,"Portronics Harmonics Twins 25 TWS Earbuds with Active ENC, 27Hrs Playtime Bluetooth Headset  (White, In the Ear)","₹2,499","₹1,399","Harmonics Twins 25 TWS Earbuds with Active ENC, 27Hrs Playtime",White,In the Ear,Yes,"Smart TWS Warbuds 2N, Charging Cable 1N, Documentation 1N",Bluetooth,Ear Clip,USB Charging Cable
279,"Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime Bluetooth Headset  (White, True Wireless)","₹4,999",₹999,Xpods Wireless Earphones,White,True Wireless,Yes,"1 Pair of Earphones, Charging case, Pair of ear buds, Type-C charging cable, User Manual",Bluetooth,Earbud,
280,"Skullcandy Indy Evo Bluetooth Headset  (Blue, True Wireless)","₹12,999","₹5,808",Indy Evo,Blue,True Wireless,Yes,1 Headphone,Bluetooth,Earbud,
281,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Furious blue, On the Ear)","₹3,490","₹1,199",Rockerz on ear 510 / Rockerz 518,Furious blue,On the Ear,Yes,"Rockerz 510, Charging Cable, User Manual, Warranty Card, Aux Cable",Bluetooth,,
282,"Noise Air Buds Pro 2 with 25 Hours Playtime, 40dB ANC, Triple Mic with ENC, and IPX5 Bluetooth Headset  (Snow White, True Wireless)","₹7,999","₹2,699","Air Buds Pro 2 with 25 Hours Playtime, 40dB ANC, Triple Mic with ENC, and IPX5",Snow White,True Wireless,No,"1 Pair of Earbud, Additional Pair of Eartips, Charging Case, Charging Cable, User Manual",Bluetooth,Earbud,
283,"boAt Airdopes 161 with ASAP Charge, 10mm Drivers and 17-20 Hours Playback Bluetooth Headset  (Pearl White, True Wireless)","₹2,490","₹1,399",Airdopes 161,Pearl White,True Wireless,No,"1 Pair of Airdopes, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
284,"Skullcandy JIB True Wireless Bluetooth Headset  (Golden Red, True Wireless)","₹8,999","₹2,999",Jib TWS,Golden Red,True Wireless,Yes,"Jib True Wireless Earbuds, USB-C Charging Cable, User Manual Guide, Ear Gels (S, M, L), Charging Case",Bluetooth,Earbud,"Charging Case, USB Charging Cable"
285,"Wings Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime Bluetooth Gaming Headset  (Black, In the Ear)","₹2,999",₹999,"Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",Black,In the Ear,No,"1 Pair of Earbuds, Cable, Extra Ear Tips, Charging Case, User Manual",Bluetooth,Earbud,
286,"Portronics Harmonics Z3 Wireless Stereo Neckband Bluetooth Headset  (Green, In the Ear)","₹1,999",₹799,Harmonics Z3 Wireless Stereo Neckband,Green,In the Ear,Yes,"Headset 1N, Charging Cable 1N",Bluetooth,Behind the Neck,USB Charging Cable
287,"boAt Rockerz 235 Pro with upto 20 Hours Playback and ASAP Charge Bluetooth Headset  (Active Black, In the Ear)","₹2,490",₹999,Rockerz 235 Pro,Active Black,In the Ear,Yes,"1 Neckband, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
288,"boAt Airdopes 163 Bluetooth Headset  (Active Black, True Wireless)","₹2,490","₹1,399",AIRDOPES 163,Active Black,True Wireless,No,"1 Pair of Earbuds, User Manual, Warranty Card, Additional Ear Tips, Charging Cable, Charging Case",Bluetooth,Earbud,
289,"Boult Audio AirBass GearPods with 32H Playtime Bluetooth Headset  (Blue, True Wireless)","₹5,999",₹999,Gearpods Wireless Earphones,Blue,True Wireless,Yes,1 Pair of Earbuds Charging Case Type-C charging cable Instruction Manual,Bluetooth,Earbud,
290,"Skullcandy Indy Evo Bluetooth Headset  (Deep Red, True Wireless)","₹12,999","₹5,999",Indy Evo,Deep Red,True Wireless,Yes,1 Earbuds,Bluetooth,Earbud,
291,"Boult Audio Airbass Truebuds Bluetooth Headset  (Red, True Wireless)","₹7,999","₹1,199",Airbass Truebuds,Red,True Wireless,Yes,"1 Pair of Earbud, Charging Case, Extra Pair of Buds, Charging Cable, User Manual",Bluetooth,Earbud,
292,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic Bluetooth Headset  (Red, On the Ear)","₹1,899",₹899,Zeb Duke 101 Wireless Headphone with Mic,Red,On the Ear,No,"Headphone : 1unit, Charging Cable : 1 unit, User Manual : 1",Bluetooth,Over the Head,"USB Charging Cable, User Manual"
293,"Boult Audio Ranger Bluetooth Gaming Headset  (Black, On the Ear)","₹7,999","₹1,799",Ranger,Black,On the Ear,Yes,"1 Headphone, Charging Cable, Aux Cable, User Manual",Bluetooth,Over the Head,
294,"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset  (Black, True Wireless)","₹3,499","₹1,699",Immortal 131,Black,True Wireless,No,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warrranty Card",Bluetooth,Earbud,
295,"ZEBRONICS Evolve Bluetooth Headset  (Grey, Black, In the Ear)","₹1,499",₹499,Evolve ?Wireless ?in Ear? ?Neckband Earphone? ? (Gray),"Grey, Black",In the Ear,Yes,"1 unit Neckband, 1 user manual, 1 unit charger",Bluetooth,Behind the Neck,
296,"Boult Audio ProBass EQCharge with ZEN Mode ENC, 32hrs Playtime, Ultra-Fast Charging Bluetooth Headset  (Red, In the Ear)","₹4,499",₹799,ProBass EQCharge,Red,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
297,"Wings Phantom 200 Wireless Earbuds, LED, 40ms Low Latency, DNS Mic Headphones Bluetooth Gaming Headset  (Black, In the Ear)","₹2,999","₹1,199",Phantom 200,Black,In the Ear,No,"1 Pair of Earbuds with Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
298,"Noise Beads with 18hrs of playtime, HyperSync, IPX5 and Bluetooth v5.1 Bluetooth Headset  (Onyx Black, True Wireless)","₹3,499","₹1,399",Beads Truly Wireless,Onyx Black,True Wireless,Yes,"1 Headphone, Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
299,"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Active Black, In the Ear)","₹3,990","₹1,299",Rockerz 255 Pro+/Rockerz 258 Pro+ with ASAP Charge and upto 40 Hours Playback,Active Black,In the Ear,Yes,"1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty Card",Bluetooth,Magnetized Buds,
300,"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime, 45ms Ultra-Low Latency Mode, 5.3 Bluetooth Headset  (Pista Green, True Wireless)","₹2,999","₹1,299",Airbass Z35,Pista Green,True Wireless,No,"1 Pair Earbuds, Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
301,"Noise Buds VS304 with 30 Hours Playtime, Instacharge, 13mm Driver, and Half in-ear Bluetooth Headset  (Jet Black, True Wireless)","₹2,999","₹1,099",Buds VS304,Jet Black,True Wireless,Yes,"1 Pair of Earbud with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
302,"Skullcandy Grind True Wireless Earbuds, Voice Control Bluetooth Headset  (Black, In the Ear)","₹12,999","₹6,999","Grind True Wireless Earbuds, Voice Control",Black,In the Ear,No,"Grind Fuel True Wireless Earbuds Wireless Charging Case Ear Gels (S, M, L) USB-C Charging Cable User Guide 1-Year Limited Warranty",Bluetooth,Earbud,
303,"ZEBRONICS ZEB- PHOENIX Wired Gaming Headset  (Black, On the Ear)","₹1,999","₹1,275",ZEB- PHOENIX,Black,On the Ear,Yes,1 Unit Headphone,Wired,Foldable Over the Head,
304,"Skullcandy Indy Evo True Bluetooth Headset  (Grey, True Wireless)","₹12,999","₹6,499",Indy Evo True,Grey,True Wireless,Yes,"2 Earbuds, USB Charging Cable, User Manual",Bluetooth,Earbud,
305,"ZEBRONICS ZEB-PARADISE Bluetooth Headset  (Green, True Wireless)","₹1,199",₹999,ZEB-PARADISE,Green,True Wireless,Yes,"I Unit: Headphone, I Unit: Charging cable, I Unit: Aux cable, I Unit: User Manual",Bluetooth,,
306,"boAt Bassheads 103 Black Wired Headset  (Black, In the Ear)","₹1,290",₹499,Bassheads 103 Black,Black,In the Ear,No,"Bassheads 103, Extra Earbuds, Warranty Card",Wired,,
307,"boAt Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Emerald Green, In the Ear)","₹4,490","₹1,399","Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",Emerald Green,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
308,"PTron Boom One Wired Headset  (Blue, In the Ear)",₹800,₹390,Boom One,Blue,In the Ear,Yes,1 headphone,Wired,,
309,"boAt Airdopes 161 with ASAP Charge, 10mm Drivers and 17-20 Hours Playback Bluetooth Headset  (Pearl White, True Wireless)","₹2,490","₹1,399",Airdopes 161,Pearl White,True Wireless,No,"1 Pair of Airdopes, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
310,"boAt Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Emerald Green, In the Ear)","₹4,490","₹1,399","Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",Emerald Green,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
311,"Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (White, True Wireless)","₹5,499","₹1,399",airbass y1 wireless earphones,White,True Wireless,Yes,"1 Charging Case, 2 True Wireless Earbuds, 2 Extra Earbuds, Charging Cable, Instruction Manual",Bluetooth,Earbud,
312,"Portronics Harmonics Twins 50 Wireless Sports with Long Playtime Bluetooth Headset  (Black, True Wireless)","₹2,999","₹1,299",Harmonics Twins 50 Wireless Sports with Long Playtime,Black,True Wireless,Yes,"1 Pair Earbuds, Charging Case",Bluetooth,Canalphone,"USB Charging Cable, User Manual"
313,"Portronics Harmonics Twins 27 ANC + ENC Noise Cancelling Smart TWS Earbuds Bluetooth Headset  (White, True Wireless)","₹3,999","₹1,999",Harmonics Twins 27 ANC + ENC Noise Cancelling Smart TWS Earbuds,White,True Wireless,No,"Smart TWS Earbuds 2N, Charging Cable 1N, User Manual 1N",Bluetooth,Earbud,"USB Charging Cable, User Manual"
314,"PTron Bassbuds Revv Bluetooth Gaming Headset  (Black, True Wireless)","₹4,599","₹1,699",Bassbuds Revv,Black,True Wireless,Yes,"1 earbud , user manual ,warranty card",Bluetooth,Earbud,"USB Charging Cable, Charging Case, User Manual"
315,"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Active Black, True Wireless)","₹2,990","₹1,299",Airdopes 131 / Airdopes 138,Active Black,True Wireless,No,"Airdopes 131,Charging Case, Type-c Charging, User Manual, Warranty Card",Bluetooth,Earbud,
316,"boAt Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Sapphire Blue, In the Ear)","₹4,490","₹1,399","Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",Sapphire Blue,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
317,"Noise Buds VS102 Plus with 36 Hours Playtime, Instacharge, ENC, Quad Mic and HyperSync Bluetooth Headset  (Snow White, True Wireless)","₹3,999","₹1,199","Buds VS102 Plus with 36 Hours Playtime, Instacharge, ENC, Quad Mic and HyperSync",Snow White,True Wireless,No,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
318,"ZEBRONICS Zeb Sound Bomb 4 Bluetooth Headset  (White, True Wireless)","₹3,999","₹1,599",Zeb Sound Bomb 4,White,True Wireless,No,"1N Charging Case, 1 Pair Of Earbuds, 1N Charging Cable",Bluetooth,Earbud,USB Charging Cable
319,"PTron Bassbuds Xtreme Bluetooth Headset  (Gray/Black, True Wireless)","₹4,599","₹1,799",Bassbuds Xtreme,Gray/Black,True Wireless,Yes,"1 Earbud , user manual ,warranty card",Bluetooth,Earbud,USB Charging Cable
320,"boAt Rockerz 450 Pro with Upto 70 Hours Playback Bluetooth Headset  (Aqua Blue, On the Ear)","₹3,990","₹1,999",Rockerz 450 Pro with Upto 70 Hours Playback,Aqua Blue,On the Ear,No,"1 Headphone, Type-C Charging Cable, Aux Cable, User Manual, Warranty Card",Bluetooth,Over the Head,
321,"ZEBRONICS Zeb - Thunder Bluetooth & Wired Headset  (Neon Yellow, On the Ear)","₹1,399",₹955,Zeb - Thunder,Neon Yellow,On the Ear,No,"1 Headphone, Aux Cable, Charging Cable, User Manual",Bluetooth & Wired,Over the Head,
322,"Skullcandy Hesh ANC Bluetooth Headset  (Mod White, On the Ear)","₹19,999","₹11,299",Hesh ANC,Mod White,On the Ear,Yes,"Hesh ANC Wireless Headphone, USB-C Charging Cable, Backup AUX Cable, User Guide",Bluetooth,Over the Head,
323,"Skullcandy JIB True Wireless Bluetooth Headset  (Blue, True Wireless)","₹8,999","₹2,950",JibTrue Wireless,Blue,True Wireless,Yes,"Jib True Wireless Earbuds, Charging Case, Ear Gels (S, M, L), Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,
324,"ZEBRONICS Zeb- Bang Pro Bluetooth Headset  (Red, On the Ear)","₹2,499","₹1,199",Zeb- Bang Pro,Red,On the Ear,No,"Headphone: 1 unit, Charging cable :1 unit, User manual : 1 unit, AUX Cable : 1 unit",Bluetooth,Foldable Over the Head,
325,"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Active Black, True Wireless)","₹2,990","₹1,299",Airdopes 131 / Airdopes 138,Active Black,True Wireless,No,"Airdopes 131,Charging Case, Type-c Charging, User Manual, Warranty Card",Bluetooth,Earbud,
326,"Boult Audio BassBuds Oak Pure-Wood Wired Headset  (Brown, In the Ear)","₹1,299",₹549,BassBuds Oak Pure-Wood,Brown,In the Ear,Yes,"1 BassBuds Oak Earphones, 2 Extra Pair of Earbuds",Wired,,
327,"Boult Audio ProBass YCharge with Fast Charging , Pro+ Calling Mic and 12H Playtime Bluetooth Headset  (Black, In the Ear)","₹1,999",₹799,Probass YCharge,Black,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
328,"Boult Audio AirBass GearPods with 32H Playtime Bluetooth Headset  (Black, True Wireless)","₹5,999",₹999,AirBass GearPods,Black,True Wireless,Yes,1 Pair of Earbuds Charging Case Type-C charging cable Instruction Manual,Bluetooth,Earbud,
329,"PTron Basspods 581 Bluetooth Headset  (Black & Yellow, True Wireless)","₹3,799","₹1,099",Basspods 581,Black & Yellow,True Wireless,Yes,1 pair of headphone,Bluetooth,Earbud,
330,"ZEBRONICS ZEB-Buds-C2 Wired Headset  (Black, In the Ear)",₹699,₹599,ZEB-Buds-C2,Black,In the Ear,Yes,1 unit Earphone,Wired,Earbud,
331,"PTron Basspod P81 Bluetooth Headset  (Black, True Wireless)","₹2,999","₹1,349",Basspod P81,Black,True Wireless,Yes,"1 Earbud , User manual ,Warranty card, USB Cable",Bluetooth,Earbud,"Additional Earmuffs/Eartips, USB Charging Cable, User Manual"
332,"Noise Buds VS102 Pro with ANC (25dB), 40 Hours Playtime, and ENC with Quad Mic Bluetooth Headset  (Calm Beige, In the Ear)","₹4,999","₹1,999",Buds VS102 Pro,Calm Beige,In the Ear,Yes,"1 Pair of Earbud with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
333,"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime, 45ms Ultra-Low Latency Mode, 5.3 Bluetooth Headset  (Sunset Grey, True Wireless)","₹2,999","₹1,299",Airbass Z35,Sunset Grey,True Wireless,No,"1 Pair Earbuds, Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
334,"ZEBRONICS Zeb Sound Bomb 4 Bluetooth Headset  (White, True Wireless)","₹3,999","₹1,599",Zeb Sound Bomb 4,White,True Wireless,No,"1N Charging Case, 1 Pair Of Earbuds, 1N Charging Cable",Bluetooth,Earbud,USB Charging Cable
335,"Portronics Conch 50 Wired Headset  (Black, In the Ear)",₹499,₹279,Conch 50,Black,In the Ear,Yes,1N Earphone,Wired,Earbud,
336,"Skullcandy Cassette Wireless Bluetooth Headset  (Black, On the Ear)","₹3,999","₹2,699",Cassette Wireless,Black,On the Ear,Yes,"Headphone, USB Charging Cable, User Manual",Bluetooth,Over the Head,
337,"Skullcandy Crusher Evo Bluetooth Headset  (Black, On the Ear)","₹27,999","₹16,299",Crusher Evo,Black,On the Ear,Yes,"Crusher Evo Wireless Headphone, USB-C Charging Cable, Backup AUX Cable, Protective Travel Bag, User Guide",Bluetooth,Over the Head,"USB Charging Cable, Pouch"
338,"ZEBRONICS Zeb- Bro Plus Wired Headset  (Black, In the Ear)",₹349,₹298,Zeb- Bro Plus,Black,In the Ear,Yes,1 Earphone,Wired,Canalphone,
339,"Portronics POR-1146 Conch Delta Wired Headset  (White, In the Ear)",₹399,₹279,POR-1146 Conch Delta,White,In the Ear,No,1 headphone,Wired,Canalphone,
340,"Portronics Conch 80 In Ear Wired Headset  (Blue, In the Ear)",₹599,₹579,Conch 80 In Ear,Blue,In the Ear,Yes,1N Earphone,Wired,Earbud,
341,"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime, 45ms Ultra-Low Latency Mode, 5.3 Bluetooth Headset  (Pista Green, True Wireless)","₹2,999","₹1,299",Airbass Z35,Pista Green,True Wireless,No,"1 Pair Earbuds, Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
342,"Wings Phantom 800 Wireless Low Latency Earbuds, LED, 50 hrs Playtime & App Support Bluetooth Gaming Headset  (White, In the Ear)","₹2,999","₹1,399",Phantom 800,White,In the Ear,Yes,"1 Pair of Earbuds, Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
343,"ZEBRONICS Zeb-Calxy Wired Headset  (Black, On the Ear)",₹399,₹308,Zeb-Calxy,Black,On the Ear,Yes,1 headphone,Wired,,
344,"PTron Basspods P251+, 50Hrs Playback, 12mm Driver, ENC, Movie Mode Bluetooth Headset  (Black, True Wireless)","₹3,999",₹999,Basspods P251+,Black,True Wireless,Yes,"Basspods P11 Earbuds, Charging Case, Additional Earbuds, Charging Cable, User Guide Card",Bluetooth,Earbud,"Charging Case, USB Charging Cable, User Manual"
345,"PTron Basspods 992 Bluetooth Headset  (Black, True Wireless)","₹4,599","₹1,899",Basspods 992,Black,True Wireless,No,"2*Earbud, 1*Charging Case, 1*Charging Cable, 1*User Guide Card, 2 Pair Eartips",Bluetooth,Earbud,
346,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Red, In the Ear)","₹4,999","₹1,199",ProBass FCharge,Red,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
347,"PTron Basspods Flare, 40ms Gaming TWS Earbuds, 35hrs Playtime, Clear Calls & Deep Bass Bluetooth Headset  (Blue, In the Ear)","₹3,199",₹899,Basspods Flare,Blue,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide QR Card and 2 Pair of Extra Eartips",Bluetooth,Earbud,
348,"Boult Audio Omega with 30dB ANC, Quad Mic ENC, 45ms Latency Gaming Mode, 32H Playtime, 5.2 Bluetooth Headset  (White, True Wireless)","₹9,999","₹1,999",Airbass Omega,White,True Wireless,Yes,"1 Pair of Earbud with Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
349,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Red, In the Ear)","₹4,999","₹1,199",ProBass FCharge,Red,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
350,"Noise Buds VS102 Pro with ANC (25dB), 40 Hours Playtime, and ENC with Quad Mic Bluetooth Headset  (Calm Beige, In the Ear)","₹4,999","₹1,999",Buds VS102 Pro,Calm Beige,In the Ear,Yes,"1 Pair of Earbud with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
351,"Wings Phantom 410 Wireless Earbuds with Digital Battery Indicator & 70 Hrs Playtime Bluetooth Gaming Headset  (White, True Wireless)","₹2,999",₹999,Phantom 410,White,True Wireless,No,"1 Pair of Earbuds, Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
352,"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Navy Blue, In the Ear)","₹3,990","₹1,299",Rockerz 255 Pro+/Rockerz 258 Pro+,Navy Blue,In the Ear,Yes,"1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty Card",Bluetooth,Magnetized Buds,
353,"Portronics Muffs M1 Wireless with Long Playtime Bluetooth Headset  (White, On the Ear)","₹2,499","₹1,749",Muffs M1 Wireless with Long Playtime,White,On the Ear,No,"Headphone 1N, Charging Cable 1N, Aux Cable 1N",Bluetooth,Over the Head,USB Charging Cable
354,"boAt Rockerz 235 Pro with upto 20 Hours Playback and ASAP Charge Bluetooth Headset  (Active Black, In the Ear)","₹2,490",₹999,Rockerz 235 Pro,Active Black,In the Ear,Yes,"1 Neckband, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
355,"boAt Bassheads 103 Wired Headset  (Mint Green, In the Ear)","₹1,290",₹499,Bassheads 103,Mint Green,In the Ear,Yes,"1 Earphone, Warranty Card, Additional Buds",Wired,Earbud,
356,"ZEBRONICS Zeb-Buds C2 Wired Headset  (Blue, In the Ear)",₹699,₹599,Zeb-Buds C2,Blue,In the Ear,Yes,1 unit Earphone,Wired,Canalphone,
357,"PTron Basspods P11, 24Hrs Playback, 10mm Driver, MovieMode, HD Mic Bluetooth Headset  (Black, True Wireless)","₹2,999",₹799,Basspods P11,Black,True Wireless,Yes,"Basspods P11 Earbuds, Charging Case, Additional Earbuds, Charging Cable, User Guide Card",Bluetooth,Earbud,"Charging Case, USB Charging Cable, User Manual"
358,"Noise Air Buds 2 with 40 Hours Playtime, 13mm Driver, Quad Mic with ENC, & Instacharge Bluetooth Headset  (Black, True Wireless)","₹4,999","₹1,899",Airbuds 2,Black,True Wireless,No,"1 Pair Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
359,"Portronics Conch 50 Wired Headset  (Light Blue, In the Ear)",₹499,₹289,Conch 50,Light Blue,In the Ear,Yes,1N Earphone,Wired,Earbud,
360,"PTron Basspods 992 Bluetooth Headset  (Black, True Wireless)","₹4,599","₹1,899",Basspods 992,Black,True Wireless,No,"2*Earbud, 1*Charging Case, 1*Charging Cable, 1*User Guide Card, 2 Pair Eartips",Bluetooth,Earbud,
361,"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Black, True Wireless)","₹7,499","₹2,699",s2dmw-p740,Black,True Wireless,Yes,"Dime True Wireless Earbuds, Charging Case, Ear Gels (S, M, L) Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,"USB Charging Cable, Charging Case"
362,"Wings Phantom 205 Neck band with touch controls Bluetooth Gaming Headset  (Teal, In the Ear)","₹2,999",₹899,Phantom 205 Neck band with touch controls,Teal,In the Ear,No,"1 Headphone, Cable, Eartips, User Manual",Bluetooth,Behind the Neck,
363,"Wings Phantom 800 Wireless Low Latency Earbuds, LED, 50 hrs Playtime & App Support Bluetooth Gaming Headset  (Black, In the Ear)","₹2,999","₹1,399",Phantom 800,Black,In the Ear,Yes,"1 Pair of Earbuds, Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
364,"Portronics Harmonics Z2 Wireless Bluetooth Headset with Mic,Noise Cancelling,30Hrs Playtime Bluetooth Headset  (Red, In the Ear)","₹1,999","₹1,299","Harmonics Z2 Wireless Bluetooth Headset with Mic,Noise Cancelling,30Hrs Playtime",Red,In the Ear,Yes,1 neckband,Bluetooth,Earbud,
365,"ZEBRONICS ZEB-THUNDER Bluetooth Headset  (Red, On the Ear)","₹1,399",₹949,ZEB-THUNDER,Red,On the Ear,No,"1 x USB CABLE, 1 x user manual, 1 x Bluetooth Headphone",Bluetooth,,
366,"Wings Phantom Gaming TWS with 50ms Low Latency Bluetooth 5.3 Headset Bluetooth Gaming Headset  (Black, True Wireless)","₹4,999",₹979,WL-PHANTOM-BLK,Black,True Wireless,Yes,"1 Pair of Earbuds, Charging Case, Type-C Charging Cable, User Manual, 3 Sets of Eartips",Bluetooth,Earbud,
367,"Boult Audio Airbass XPods Pro with 20 hrs Playtime, Type-C Bluetooth Headset  (White, True Wireless)","₹5,999","₹1,499",Airbass XPods Pro,White,True Wireless,No,"1 Pair of Earbuds, Charging Case, Additional Pair of Eartips, Charging Cable, User Manual",Bluetooth,Earbud,
368,"PTron Bassbuds Jade Bluetooth Gaming Headset  (Black, True Wireless)","₹3,699","₹1,389",Bassbuds Jade,Black,True Wireless,Yes,"1 earbud , user manual ,warranty card",Bluetooth,Earbud,USB Charging Cable
