,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones Form Factor,Connector Type,Form Factor,Connectivity technologies,Wireless Communication Technology,Cable Type,Compatible Device,Special Feature,Style,Connectivity Technology,Wireless communication technologies,Age Range (Description),Connectivity Type,Mounting Hardware,Series,Compatible Devices,Specific Uses For Product,Material,Fabric Type,Weight,Size,Item Dimensions LxWxH,Number of Batteries
1123,"ZEBRONICS Jumbo with 160 H* Playback, ENC, Gaming Mode (Up to 50ms), Fast Charging 10min = 15H*, 1000mAh Built-in Battery, Dual Pairing, Voice Assistant, BT v5.2, Bluetooth Wireless Neckband (Black)","₹4,199","1,299",ZEBRONICS,ZEB-YOGA 1 (Black),Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1124,"Jabra Elite 4 Active in Ear Bluetooth Earbuds Truly Wireless with mic, Secure Active Fit, Active Noise Cancellation and Adjustable HearThrough Technology - Navy","₹10,999","7,621",Jabra,Elite 4 Active,Navy,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
1125,"pTron Tangent Pro ENC Bluetooth 5.2 In Ear Earphone with Mic, 20Hrs Playtime, Clear Calls Neckband, Low Latency Gaming/Music, HD Sound, Magnetic On/Off, Type-C Fast Charging, IPX4 & Voice Asst (Black)","₹2,399",699,PTron,Tangent Pro,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1126,Meyaar M-11 High Bass Wired in-Ear Earphone with Mic ((Pack of 2) Pink + Grey),₹999,279,Meyaar,M-11_(Pink + Black + Grey),(Pack of 2) Pink + Grey,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1127,"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Green)",₹449,199,ZEBRONICS,ZEB BRO PRO (Green),Green,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1128,"Jabra Elite 4 Active in-Ear Bluetooth Earbuds – True Wireless Earbuds with Secure Active Fit, 4 Built-in Microphones, Active Noise Cancellation and Adjustable HearThrough Technology – Black","₹16,980","15,980",Jabra,Elite 4 Active,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1129,boAt Rockerz 375 Bluetooth Wireless in Ear Earphones with Mic (Bold Blue),"₹3,990","1,749",boAt,Rockerz 375,Bold Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1130,"Portronics Conch 80 in Ear Wired Earphones with Mic, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Red)",₹599,318,Portronics,Conch 80,Red,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1131,"pTron Bassbuds B21 Bluetooth 5.2 Truly Wireless in Ear Earbuds with mic, Immersive Sound, Stereo Calls, 24Hrs Playtime, Lightweight, Touch Control, Voice Assistance & IPX4 (Black)","₹2,599",789,PTron,Bassbuds B21,Black,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
1132,"(Renewed) boAt 103 Wireless Bluetooth In Ear Earphones (Mint Pink, In the Ear)","₹1,990",959,boAt,103 Wireless-cr,Mint Pink,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1133,"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","₹4,695","3,964",Logitech,H390 Headset,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1134,Jabra Evolve 75,"₹44,500","42,500",Jabra,Evolve 75,black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1135,boAt Bassheads 102 in Ear Wired Earphones with Mic(Charcoal Black),"₹1,290",449,boAt,Bassheads,Charcoal Black,In Ear,3.5 mm Jack,,,,,,,,,,,,,,,,,,,,,
1136,"Zebronics Zeb-Sound Bomb 3 TWS In Ear Earbuds with Bluetooth v5.2, up to 12H Backup, Flash Connect, Splash Proof, Voice Assistant, stem Touch Control, 13mm Driver,Built in Microphone and Type C(White)","₹3,499",799,ZEBRONICS,Zeb - Sound Bomb 3 (White),White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1137,"Boult Audio Airbass Propods X Bluetooth Truly Wireless in Ear Earbuds with Mic, 32H Playtime, Fast Charging Type-C, Ipx5 Water Resistant, Touch Controls and Voice Assistant (Black)","₹5,999","1,299",Boult Audio,AirBass,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1138,"Meyaar Made in India Series Bulk Earbuds Headphones 10 Pack Earphones with Comfortable Silicone Ear-Bud for School Classroom Students Kids and Adult Individually Bagged (10Pack,Mix 8 Colors)",₹999,499,Meyaar,Al-pinoo-10pack-Colorful,Multicolor,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1139,"Meyaar SP-999 Earbuds Headphones with Microphone 2 Pack, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, Compatible with All Smartphones, Fits All 3.5mm Interface Device",₹999,299,Meyaar,,Black White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1140,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge (Charcoal Black) & ColorFit Pulse Spo2 Smart Watch with 10 Days Battery Life",NaN,,Noise,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1141,"ZEBRONICS Zeb-Sound Bomb 3 TWS Earbuds with Bluetooth v5.2, up to 12H Backup, Flash Connect, Splash Proof, Voice Assistant, stem Touch Control, 13mm Driver, Built in Microphone and Type C(Red)","₹2,499",799,ZEBRONICS,Zeb - Sound Bomb 3 (Red),Red,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1142,Skullcandy Jib Plus Wireless Bluetooth in Ear Earphone with Mic (Pure Mint),"₹4,599","1,499",Skullcandy,Jib Plus,Pure Mint,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1143,Meyaar SPN Edition Wired Durable Metal Earphones Earbuds with Microphone with Noise Isolating Earphones Earbuds with Remote & Mic Headset Stereo Headphones for Android & iOS (Metallic White),₹999,129,Meyaar,,Metallic White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1144,"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","₹3,195","2,490",Logitech,l1,Black,Over Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1145,Zebronics Zeb-Calyx Wired in Ear Earphones with Mic (Black) & Zeb-Bro Wired Earphone (White),NaN,,ZEBRONICS,,"White, Black",In Ear,Wired,,,,,,"on-ear, in-ear",,,,,,,,,,,,,,,
1146,"Boult Audio Maverick Bluetooth Truly Wireless in Ear Earbuds with 35H Playtime, Quad Mic ENC, 45ms Xtreme Low Latency, Gaming LEDs, 10mm Bass Drivers, Type-C Fast Charging Bluetooth 5.3 TWS Ear Buds","₹4,499","1,799",Boult Audio,AirBass,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1147,"Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",₹999,249,Meyaar,Meyaar,White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1148,"Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Grey)",₹499,399,Portronics,Conch 50,Grey,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1149,Skullcandy Rail S2LEZ-J569 in-Ear Wired Earphones Without Mic (Royal Navy),₹899,367,Skullcandy,Rail,Royal Navy,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1150,"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","₹4,695","3,964",Logitech,H390 Headset,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1151,"Boult Audio AirBass Propods X TWS Earbuds, 32H Playtime, Fast Charging Type-C, IPX5 Water Resistant, Touch Controls and Voice Assistant (White)","₹5,999","1,299",Boult Audio,AirBass,White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1152,"boAt BassHeads 100 Delhi Capitals Edition Wired in Ear Earphones with Super Extra Bass, with mic, Hawk Inspired Design and Perfect Length Cable with mic (DC Blue)","₹1,499",474,boAt,Bassheads 100,DC Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1153,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Padded Ear Cushions(Luscious Black)",NaN,"1,999",boAt,,Black,"Over Ear, On Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1154,"Jabra Evolve 75 Stereo Wireless Bluetooth Headset with Charging Stand - World-Class Speakers, Active Noise-Cancelling Microphone and All Day Battery, UC Optimized (New)","₹1,00,762","75,762",Jabra,,Clear,On Ear,"Wireless, Wired",,,Bluetooth,,,,,,,,,,,,,,,,,,
1155,"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","₹4,695","3,964",Logitech,H390 Headset,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1156,"boAt Airdopes 141 True Wireless Earbuds with 42H Playtime, Beast™,Bold Black & Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0",NaN,,boAt,,Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1157,"Wings Sling100, Bluetooth 5.1 Wireless Neckband in Ear Earphones, Environmental Noise Cancellation, Vibration Alert 20 Hours Playtime - Teal, (WL-SLING100-TEAL)","₹2,499","1,221",Wings,,Teal,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1158,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback(Luscious Black) & Rockerz 255 Pro+ in-Ear Bluetooth Neckband & Rockerz 255 Pro+ in-Ear Bluetooth Neckband",NaN,"1,399",boAt,,Luscious Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1159,Jabra Evolve 40 MS Wired Bluetooth On Ear Headphone with Mic (Black),"₹15,066","10,450",Jabra,Jabra EVOLVE 40 MS Stereo wired USB headset,Black,On Ear,USB,,,,,,,,,,,,,,,,,,,,,
1160,"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","₹4,695","3,964",Logitech,H390 Headset,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1161,Zebronics Zeb-Calyx Wired in Ear Earphones with Mic (Black),₹399,149,ZEBRONICS,Zeb-Calyx,black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1162,"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Silver Sterling)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Sterling Silver,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
1163,boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue),"₹1,490",599,boAt,Bassheads 242,Blue,In Ear,3.5 mm Jack,,,,,,,,,,,,,,,,,,,,,
1164,"boAt Rockerz 450 Captain America Edition 15 Hours Battery, 40mm Drivers, Padded Ear Cushions, Easy Access Controls and Voice Assistant Bluetooth Wireless On Ear Headphones with Mic and (Soldier Blue)","₹3,990","1,799",boAt,boAt rockerz 450,Soldier's Blue,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1165,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode for Gaming, ENx Tech, ASAP Charge IWP, IPX4 Water Resistance, Smooth Touch Controls(Bold Black) & r Headphones",NaN,"1,499",boAt,,Bold Black,"In Ear, On Ear",Wireless,,,Wireless,,,,,,,,,,,,,,,,,,
1166,"ZEBRONICS Zeb-Sound Bomb 5 TWS V5.0 Bluetooth Truly Wireless in Ear Earbuds with Up to 22H Backup, Flash Connect, Splash Proof, Voice Assistant, Touch Control, 10Mm Driver, with Mic and Type C (Pink)","₹3,999",899,ZEBRONICS,ZEB-SOUND BOMB 5 (PINK),Pink,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1167,"ZEBRONICS Zeb-Aika+ Wireless in Ear Neckband Earphone with BT 5.0, Dual Pairing, Call Function, Magnetic Earpiece, Call/Media Controls, Braided Cable (Black)","₹1,699","1,299",ZEBRONICS,Zeb - Aika+,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1168,"Jabra Elite 7 Active in-Ear Bluetooth Truly Wireless in Ear Waterproof Sports Earbuds with Active Noise Cancellation, Multipoint connectivity ShakeGrip for Workouts & with mic (Black)","₹15,999","14,999",Jabra,Elite 7 Active,Black,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
1169,ZEBRONICS Zeb-Sound Bomb 4 with Splendid Audio Experience and 20 Hours* of Playback time.(White),"₹3,999","1,399",ZEBRONICS,Zeb-Sound Bomb 4(White),White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1170,"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1171,boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black),₹999,399,boAt,BassHeads 100,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1172,"(Renewed) Skullcandy Indy Active Noise Cancellation (Anc) Bluetooth Truly Wireless In Ear Earbuds Up To 32 Hours Of Total Battery Life, Wireless Charging Case, With Tile Tracking With Mic (Chill Grey)",NaN,,Skullcandy,Indy ANC,Chill Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1173,"pTron Bassbuds Elite True Wireless in Ear Headphones with Mic(TWS), Bluetooth 5.0, Hi-Fi Sound with Bass, Ergonomic Earbuds, Auto Pairing, Passive Noise Cancellation, Voice Assistance - (Black & Red)","₹3,799",699,PTron,Bassbuds Elite,Black & Red,In Ear,"Wireless, Bluetooth 5.0",,,,,,,,,,,,,,,,,,,,,
1174,"boAt Xtend Pro with Advanced Dedicated Bluetooth Calling Chip, Dial Pad & Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2",NaN,"1,799",boAt,,Clear,,,In Ear,,,,,,,Wireless,,,Bluetooth,,,,,,,,,,
1175,Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Chill Grey),"₹12,999","6,499",Skullcandy,Indy Evo,Chill Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1176,"Skullcandy Dime True Wireless in-Ear Bluetooth Earbuds Compatible with iPhone and Android/Charging Case and Microphone/Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Chill Gray","₹7,499","2,699",Skullcandy,Dime,Chill Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1177,(Renewed) boAT Airdopes 381 Bluetooth In Ear Wireless Earphone With Mic Army Green,NaN,,boAt,Boat Airdopes 381-cr,Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1178,"Meyaar YS Made in India Earphones with High Bass Headphones for Android & iOS Mobiles with 3.5 mm Jack Compatibility, Wired Headset with Mic (Black)",₹999,119,Meyaar,,Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1179,"(Renewed) Skullcandy Indy Fuel True Wireless Earbuds with 30 Hours Total Battery+Rapid Charge, IP 55 Sweat, Water and Dust Resistant, Solo Bud, Wireless Charging and Tile Tracking (Chill Grey)",NaN,,Skullcandy,,Chill Grey,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1180,(Renewed) Skullcandy Jib Plus Wireless in-Earphone with Mic (Electric Yellow),NaN,,Skullcandy,,Electric Yellow,In Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
1181,"Boult Audio ZCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 40H Playtime, Type-C Fast Charging (10Mins=15Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Red)","₹4,999","1,199",Boult Audio,ProBass,ZCharge Red,In Ear,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,
1182,"Meyaar Santa Series Earbuds Headphones with Microphone Pack of 2, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for All Smartphones, (Black + White)",₹999,399,Meyaar,,Black White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1183,"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More",NaN,599,CableCreation,,"Gold, White, Black",,Auxiliary,,,,AUX,"Laptop, Television, Personal Computer, Smartphone",,,,,,,,,,,,,,,,
1184,"Boult Audio Z15 with 32Hrs Playtime, Pro+Calling HD Mic, Type-C Lightning Boult Fast Charging (10mins=100Mins), BoomX Tech Rich Bass, Touch Controls, IPX5, Truly Wireless in Ear Earbuds TWS (Black)","₹2,999","1,199",Boult Audio,AirBass,Z15 Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1185,"boAt Airdopes 113 TWS Wireless in Ear Earbuds with ENx Tech, Beast Mode, ASAP Charge, 24H Playtime, Immersive Audio, IPX4, IWP, Touch Controls, Lightweight Build(Bold Blue)","₹2,990","1,399",boAt,Airdopes 113,Bold Blue,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1186,"Meyaar Lex_vox【2Pack】 Wired Headphones Earphones with Microphone 2 Pack, Earbuds Wired Stereo Earphone in-Ear High Bass Headset with Mic (Black + White)",₹999,269,Meyaar,Lexvox_(2Pack),Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1187,"boAt Airdopes 172 True Wireless in Ear Earbuds with Enx Tech, Beast Mode, 35H Playtime, 11mm Drivers, ASAP Charge, IPX4, IWP, Touch Controls(Stunning Black)","₹2,990","1,299",boAt,Airdopes 172,Stunning Black,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1188,"pTron Pride Indie in-Ear Wired Earphones with Mic, Stereo Sound, 10mm Drivers, Snug-fit Design, Passive Noise Cancellation, in-line Controls, Universal 3.5mm Aux & 1.2m Tange-Free Cable (Black)",₹699,199,PTron,Pride Indie,Black,,,In Ear,Wired,,,,,,,,,,,,,,,,,,,
1189,"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(White)","₹2,499","1,499",Portronics,Muffs M1,White,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1190,"Boult Audio FXCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 32H Playtime, Type-C Fast Charging (5Min=7Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Black)","₹4,499",999,Boult Audio,ProBass,FXCharge Black,In Ear,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,
1191,"Boult Audio Truebuds Truly Wireless in Ear Earbuds with 32H Battery Life, Type-C Fast Charging, IPX7 Waterproof, Made in India, Rich Bass Bluetooth Ear Buds TWS Airbass Bluetooth Ear Buds (Grey)","₹7,999","1,199",Boult Audio,AirBass,Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1192,"boAt Airdopes 181 True Wireless Earbuds with ENx™ Tech, Beast™ Mode for Gaming & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Integrated Controls and Dual Modes",NaN,"1,599",boAt,,,On Ear,Wireless,,,Bluetooth,,,"on-ear, earbud",,,,,,,,,,,,,,,
1193,"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(Black)","₹2,499","1,699",Portronics,Muffs M1,Black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1194,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black) & ColorFit Pulse Grand Smart Watch with 1.69""",NaN,,Noise,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1195,Skullcandy Crusher Wireless Over-Ear Headphone with Mic (Moab/Red/Black),NaN,"16,999",Skullcandy,Crusher BT,Moab/Red/Black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1196,"Jabra Gn Netcom Evolve 20 Uc Duo Ms Optimized, Usb Wired On Ear Headphones With Mic, Multicolor","₹7,156","5,781",Jabra,,multicolour,Over Ear,Wired,,,,,,with microphone,,,,,,,,,,,,,,,
1197,"Noise Newly Launched Buds VS204 in-Ear Truly Wireless Earbuds with 50-Hours of Playtime, ESR, Instacharge, Hyper Sync,10mm Driver, Bluetooth v5.3, with Mic (Jet Black)","₹3,999","1,599",Noise,Buds VS204,Jet Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1198,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 170 5W Bluetooth Speaker with Upto 6 Hours Playback, TWS Feature, IPX6, Multifunction Buttons and SD Card Slot",NaN,,boAt,,,In Ear,Wireless,,,Bluetooth,,,"earbud, in-ear",,,,,,,,,,,,,,,
1199,Jabra Evolve2 85 Link380c UC Stereo Wireless Bluetooth Over the Ear Headphone with Mic,NaN,"62,023",Jabra,,,Over Ear,Wireless,,,Bluetooth,,,Noise Cancelling,,,,,,,,,,,,,,,
1200,Meyaar Pluss RP-2208 Series Wired Handsfree (Set of 2) Stereo Earphones in-Ear Headphones Bass Earbuds (2 Pack| White),₹999,269,Meyaar,Meyaar,White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1201,Skullcandy Grind Bluetooth Truly Wireless in Ear Earbuds with Mic with Voice Control (Black),"₹18,999","6,999",Skullcandy,Grind TWS,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1202,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)","₹2,599",898,PTron,Bassbuds,Blue,In Ear,Bluetooth 5.1,,,,,,,,,,,,,,,,,,,,,
1203,"ZEBRONICS Zeb-Thunder Wireless Bluetooth Over The Ear Headphone FM, mSD, 9 hrs Playback with Mic (Brown)","₹1,199",599,ZEBRONICS,Zeb-Thunder(brown),Brown,Over Ear,"Wireless, Wired",,,,,,,,,,,,,,,,,,,,,
1204,"Meyaar RP-2280 Edition Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet (Metal White)",₹799,89,Meyaar,RP,Metal White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1205,"Meyaar M12 Metal Earphones in-Ear Wired Headphones with Immersive Audio, Multi-Function Button, Earphones with Mic, Earbuds, Headset with Universal Switch (M12 Red Black)",₹999,289,Meyaar,,Black Red,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1206,"boAt Rockerz 450 Batman Edition Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Knight Black)","₹3,990","1,999",boAt,Rockerz 450,Knight Black,On Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1207,"boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers",NaN,"1,162",boAt,,Blue,"In Ear, On Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1208,"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
1209,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",₹999,599,JBL,C100SI,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1210,"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1211,"ZEBRONICS Zeb-Sound Bomb 1 TWS Bluetooth Truly Wireless in Ear Earbuds with Mic 5.0 (Black) & Zeb-Dash Plus 2.4GHz High Precision Wireless Mouse with up to 1600 DPI, Power Saving Mode",NaN,,ZEBRONICS,,Black,In Ear,"Bluetooth, USB",,,Bluetooth,,,,,,,,,,,,,,,,,,
1212,Skullcandy Riff Wireless Bluetooth On Ear Headphone with Mic (Black),"₹5,999","4,999",Skullcandy,Riff BT,Black,On Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1213,"Portronics Harmonics Twins 23 Smart TWS Earbuds with Bluetooth 5.0, Upto 14Hrs Total Playtime, Type-C Charging Port & Voice Assistant(Black)","₹1,999","1,299",Portronics,Harmonics Twins 23,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1214,"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More",NaN,599,CableCreation,,"Gold, White, Black",,Auxiliary,,,,AUX,"Laptop, Television, Personal Computer, Smartphone",,,,,,,,,,,,,,,,
1215,Jabra Evolve 75,"₹44,500","42,500",Jabra,Evolve 75,black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1216,"boAt Airdopes 113 TWS Wireless in Ear Earbuds with ENx Tech, Beast Mode, ASAP Charge, 24H Playtime, Immersive Audio, IPX4, IWP, Touch Controls, Lightweight Build(Pearl White)","₹2,990","1,399",boAt,Airdopes 113,Pearl White,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1217,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Golden Black),"₹1,499",399,Meyaar,Alpha-2,Golden Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1218,(Renewed) Boat Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with Mic with Up to 30H Total Playback Iwp Technology Immersive Audioipx7 Water Resistance Super Touch Controls Secure Sports Fit,NaN,,boAt,,Purple,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1219,"Meyaar Candy Electro SJ-13 Series with Super Heavy Bass Stereo Earphones Earbuds with Remote & Microphone for Laptops, Gaming Noise Isolating Tangle Free Headsets in Ear Headphones (Black)",₹999,129,Meyaar,,Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
