product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
https://www.amazon.in/Skullcandy-Cancellation-Wireless-Charging-Controls/dp/B08GNH36MQ/ref=sr_1_83?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-83,"Skullcandy Indy ANC True Wireless in-Ear Bluetooth Earbuds, Active Noise Cancellation, Compatible with iPhone and Android, Charging Case and Mic, Best for Gym, Sports, and Gaming - Chill Gray",14999.0,9490.0,Skullcandy,Indy ANC,Chill Gray,In Ear,Wireless
https://www.amazon.in/Bassbuds-Plus-Bluetooth-Headphones-Resistant/dp/B08S19YC6H/ref=sr_1_66?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-66,"PTron Bassbuds Plus in Ear True Wireless Stereo Earbuds with Mic, Deep Bass Bluetooth Headphones, Voice Assistance, IPX4 Sweat & Water Resistant TWS, 12Hrs Battery & Fast Charge (Black)",2499.0,799.0,pTron,Bassbuds Plus,Black,In Ear,Wireless
https://www.amazon.in/boAt-Rockerz-330-Pro-Bluetooth/dp/B09LJ1TPN6/ref=sr_1_106?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-106,"boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Navy Blue)",2990.0,1799.0,boAt,Rockerz 330 Pro,Navy Blue,In Ear,Bluetooth 5.2
https://www.amazon.in/Meyaar-SP-27-Headset-Headphones-Earphones/dp/B094DPKKQY/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-30,"Meyaar SP-27 Wired Headset Made in India Headphones, High Bass in-Ear Earphones with Mic (2 Black & 1 White | 3 Pack)",999.0,299.0,Meyaar,SP-27,2 Black & 1 White | 3 Pack,In Ear,Wired
https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B091MC66JP/ref=sr_1_7?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-7,"PTron Tangentbeat in-Ear Bluetooth Wireless Headphones with Mic, Punchy Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Dark Blue)",2499.0,749.0,pTron,Tangent,Dark Blue,nan,nan
https://www.amazon.in/Zebronics-Bluetooth-Earbuds-Playtime-Assistant/dp/B09Z8CC6DB/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-76,"ZEBRONICS Sound Bomb 7 Bluetooth TWS in Ear Earbuds with 40H Playtime, ENC Mic, Rapid Charge, Upto 50ms Gaming Mode, Flash Connect, Voice Assistant, Smooth Touch Control, BT v5.2, Type C (Blue)",4299.0,1063.0,ZEBRONICS,ZEB-SOUND BOMB 7 (BLUE),Blue,In Ear,Bluetooth 5.2
https://www.amazon.in/Logitech-H111-Stero-Headset-Black/dp/B00Y4ORQ46/ref=sr_1_5?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-5,Logitech H111 Wired On Ear Headphones With Mic Black,795.0,745.0,Logitech,H111,Black,On Ear,Wired
https://www.amazon.in/boAt-Rockerz-330-Pro-Bluetooth/dp/B09LHXTXMX/ref=sr_1_54?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-54,"boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Active Black)",2990.0,1799.0,boAt,Rockerz 330 Pro,Active Black,In Ear,Bluetooth 5.2
https://www.amazon.in/boAt-Rockerz-245-Bluetooth-Neckband/dp/B0BBVQYCGT/ref=sr_1_86?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-86,"boAt Rockerz 245 pro Bluetooth in Ear Neckband with Beast Mode(Super Low Latency) for Gaming, ENx Tech for Clear Calls, ASAP Charge, 20HRS Playtime, IPX4, Dual Pairing & BT v5.3(Blue Bliss)",2990.0,1199.0,boAt,Rockerz,Blue Bliss,In Ear,Wireless
https://www.amazon.in/ZEBRONICS-Bluetooth-Assistant-Transparent-Rechargeable/dp/B0BYJN986V/ref=sr_1_53?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-53,"ZEBRONICS PODS 2 Wireless TWS Earbuds with Bluetooth 5.3, LED Display, Voice Assistant, Call Function, Transparent Charging case, Touch Control & Built-in Rechargeable Battery - Neon",2199.0,699.0,ZEBRONICS,ZEB-PODS 2 - NEON,Neon,In Ear,Wireless
https://www.amazon.in/Rockerz-370-Headphone-Lightweight-Gregarious/dp/B0856J7XF8/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"boAt Rockerz 370 On Ear Bluetooth Headphones with mic, Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Gregarious Green)",2499.0,1199.0,boAt,Rockerz 370,Gregarious Green,On Ear,Bluetooth 5.0
https://www.amazon.in/ZEBRONICS-Zeb-DUKE1-Bluetooth-Headphones-Assistant/dp/B09JCJDKF9/ref=sr_1_23?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-23,"ZEBRONICS Zeb-DUKE1 Bluetooth 5.0 Wireless Over Ear Headphones With Mic, with AUX Port, Call Function, Voice Assistant Support, 34Hr* Battery Backup, Dual Pairing, Media/Volume Control(Black with Red)",2499.0,999.0,ZEBRONICS,ZEB-DUKE 1 (BLACK WITH RED),BLACK WITH RED,On Ear,"Wireless, Wired"
https://www.amazon.in/Skullcandy-Wireless-Earbuds-Resistant-Tracking/dp/B0857JPMND/ref=sr_1_100?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-100,Skullcandy Sesh Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Pure Mint),7999.0,4199.0,Skullcandy,Sesh Evo,Pure Mint,In Ear,Wireless
https://www.amazon.in/boAt-Rockerz-335-Bluetooth-Assistant/dp/B096YBWSRJ/ref=sr_1_87?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-87,"boAt Rockerz 335 Bluetooth Neckband with Qualcomm aptX & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound, IPX5 and BTv5.0(Red)",3990.0,1172.0,boAt,Rockerz 335,Red,In Ear,Wireless
https://www.amazon.in/Pride-Lite-Headphones-Cancelling-Tangle-Free/dp/B08SFFP19B/ref=sr_1_16?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-16,"PTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Blue)",749.17,229.0,pTron,Pride Lite,Blue,In Ear,Wired
https://www.amazon.in/boAt-Rockerz-335-Bluetooth-Assistant/dp/B096YCQX5Y/ref=sr_1_105?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-105,"boAt Rockerz 335 Bluetooth in Ear Neckband with Qualcomm aptX & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound, IPX5 and BTv5.0(Yellow)",3990.0,1182.0,boAt,Rockerz 335,Yellow,In Ear,Wireless
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc0OTM4NTMwNjExMTk4OjE2ODQzODY4NDc6c3BfbXRmOjIwMDMxNTMwMjEyNDk4OjowOjo&url=%2FZebronics-Zeb-Bang-Bluetooth-Headphone-Assistant%2Fdp%2FB07YNWC1S8%2Fref%3Dsr_1_38_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386847%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Zebronics-Bang over the ear headphones with Foldable Design and Bluetooth v5.0 headphones, Providing up to 20h* Playback(Blue)",1399.0,744.0,ZEBRONICS,Zeb-Bang,Blue,Over Ear,"Wireless, Bluetooth 5.0"
https://www.amazon.in/boAt-Rockerz-558-Isolation-Headphone/dp/B0BXBDXFY3/ref=sr_1_46?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-46,"boAt Rockerz 558 Sunburn Edition with 50MM Drivers, 20 Hours Playback, Physical Noise Isolation and Soft Padded Earcups Over Ear Wireless Headphone(Jazzy Blue)",4999.0,1999.0,boAt,Rockerz 550,Blue,Over Ear,Bluetooth
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc0OTM4NTMwNjExMTk4OjE2ODQzODY4NDc6c3BfbXRmOjIwMDMxNTMwMjExMzk4OjowOjo&url=%2FZebronics-Bluetooth-Headphone-Assistant-Multifunction%2Fdp%2FB088FLHXJX%2Fref%3Dsr_1_39_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386847%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,ZEBRONICS Zeb-Duke Bluetooth Wireless Over Ear Headphone with Mic (Blue),2499.0,1289.0,ZEBRONICS,Zeb-Duke,Blue,Over Ear,Wireless
https://www.amazon.in/boAt-Airdopes-413ANC-Cancellation-Signature/dp/B0BV5Y6D9P/ref=sr_1_101?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-101,"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Active Noise Cancellation, 2 Mics ENx Tech, Signature Sound, Touch Gesture, 20 Hours Playback, ASAP Charge & Ambient Mode(Verve Purple)",4990.0,1999.0,boAt,Airdopes 413ANC,Verve Purple,In Ear,Bluetooth
https://www.amazon.in/Zebronics-Bluetooth-Headphone-Multifunction-Black/dp/B088FM4QG4/ref=sr_1_5?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-5,ZEBRONICS Zeb-Duke Bluetooth Wireless Over Ear Headphone with Mic (Black),1999.0,1299.0,ZEBRONICS,Zeb-Duke,Black,Over Ear,Wireless
https://www.amazon.in/ZEBRONICS-Launched-Bluetooth-Wireless-Assistant/dp/B0BLK8H6RW/ref=sr_1_55?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-55,"ZEBRONICS Newly Launched Yoga 9 with 45 Hours Backup, Bluetooth v5.2 Wireless Neckband, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof and Type C (Blue)",2999.0,762.0,ZEBRONICS,Zeb Yoga 9 - Blue,Blue,In Ear,Bluetooth
https://www.amazon.in/BassHeads-122-Earphones-Tangle-Straight/dp/B07QZ3CZ48/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-30,"boAt BassHeads 122 Wired in Ear Earphones with Heavy Bass, Integrated Controls and Mic (Gun Metal)",1290.0,399.0,boAt,BassHeads,Gun Metal,In Ear,3.5 mm Jack
https://www.amazon.in/Meyaar-Isolation-Earbuds-Universal-Earphone/dp/B08657CVDW/ref=sr_1_37?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-37,"Meyaar R_Plus Earphones Wired in-Ear Headphones, Noise Isolating Tangle-Free Earbuds, Heavy Deep Bass, Compatible with All Smartphones,(Black)",999.0,249.0,Meyaar,R Plus,Golden Black,In Ear,wired usb
https://www.amazon.in/Wings-Phantom-Bluetooth-Wireless-Earbuds/dp/B09MDCLMXG/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-30,"Wings Phantom 500 in Ear Earphones Wireless Earbuds with LED Battery Indicator, 40ms Low Latency, Bluetooth 5.1, 30 Hours Playtime, ENC, 10mm Speaker Size, with Mic (Black TWS)",4999.0,1066.0,Wings,Phantom 500,Black,nan,nan
https://www.amazon.in/Boom-Ultima-Headphones-Cancelling-Earphones/dp/B08D75R3Z1/ref=sr_1_2?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-2,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",1900.0,299.0,pTron,Boom Ultima,Dark Blue,nan,nan
https://www.amazon.in/Wings-Bluetooth-Wireless-Headphones-Playtime/dp/B0BMDWYV4M/ref=sr_1_5?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-5,"Wings Phantom 800 Best Low Latency 40ms Earbuds, Bluetooth Wireless Headphones, Gaming Case, LED Lights, 50 Hours Playtime, in-Ear Airpods with Mic, Touch Controls TWS Headset",2999.0,1260.0,Wings,Phantom,White,nan,nan
https://www.amazon.in/Wings-Bluetooth-Environmental-Cancellation-Headphones/dp/B0B63QLGYS/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,"Wings Phantom 550, Gaming TWS Earbuds, with 45 Hours Playtime, Bluetooth 5.3, Environmental Noise Cancellation, Touch Controls Headphones",2999.0,1163.0,Wings,Phantom 550-Blue,Blue,nan,nan
https://www.amazon.in/Skullcandy-Wireless-Earbuds-Black-S2FYW-P740/dp/B09Z5T6Q5M/ref=sr_1_65?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-65,Skullcandy Mod True Wireless in-Ear Earbuds - True Black,16999.0,5499.0,Skullcandy,Mod True Wireless,Green Black,In Ear,Wireless
https://www.amazon.in/Skullcandy-Wireless-Earbuds-Resistant-Tracking/dp/B0857JQFYP/ref=sr_1_73?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-73,Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Deep Red),12999.0,5998.0,Skullcandy,Indy Evo,Deep Red,In Ear,Wireless
https://www.amazon.in/Zebronics-Zeb-Bang-Bluetooth-Headphone-Assistant/dp/B07YNVFDK6/ref=sr_1_39?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-39,"Zebronics Zeb-Bang Foldable Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Call Function, 16Hrs* Playback time & Supports Voice Assistant (Green)",1399.0,709.0,ZEBRONICS,Zeb-Bang,Green,On Ear,"Wireless, Bluetooth 5.0"
https://www.amazon.in/Skullcandy-Bluetooth-Wireless-Headphones-Microphone/dp/B07CVGVK4S/ref=sr_1_26?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-26,Skullcandy Hesh3 Wireless Over-Ear Headphones with Mic (Vice/Gray/Crimson),9999.0,5599.0,Skullcandy,Hesh3 BT,Vice/Gray/Crimson,Over Ear,Wireless
https://www.amazon.in/ZEBRONICS-Jumbo-Bluetooth-Wireless-Assistant/dp/B0BGSD5N46/ref=sr_1_80?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-80,"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless In ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Green)",2999.0,853.0,ZEBRONICS,Zeb Yoga 7 (Jumbo Lite),Green,In Ear,Wireless
https://www.amazon.in/ZEBRONICS-Zeb-BRO-PRO-Earphones-Red/dp/B08V54MWVY/ref=sr_1_103?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-103,"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Red)",449.0,199.0,ZEBRONICS,Zeb-BRO PRO earphones (red),Red,In Ear,Wired
https://www.amazon.in/Skullcandy-Crusher-Over-Ear-Bluetooth-Headphones/dp/B01DWH77GC/ref=sr_1_12?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-12,Skullcandy Crusher Over-Ear Bluetooth Headphones with Mic (Black),16999.0,9999.0,Skullcandy,Crusher,Black,Over Ear,Bluetooth
https://www.amazon.in/ZEBRONICS-Zeb-Paradise-Bluetooth-Headphone-Headset/dp/B08538YSXL/ref=sr_1_35?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-35,"Zebronics Zeb - Paradise Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Built in FM, Call Function, 15Hrs* Playback time and Supports Micro SD Card (Green)",1399.0,999.0,ZEBRONICS,Zeb Paradise,Green,On Ear,Wireless
https://www.amazon.in/boAt-Rockerz-255-Neo-Bluetooth/dp/B09NYK3CF2/ref=sr_1_69?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-69,"boAt Rockerz 255 Neo in-Ear Bluetooth Neckband with Mic with ENx Tech, Smart Magnetic Buds, ASAP Charge, Upto 25 Hours Playback, 12MM Drivers, Beast Mode, Dual Pairing (Active Black)",2990.0,1299.0,boAt,Rockerz 255 Neo,Active Black,In Ear,Bluetooth 5.2
https://www.amazon.in/Meyaar-SPN-SP-29-HF-61-Headset-Earphone/dp/B09GDB1T9F/ref=sr_1_98?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-98,"Meyaar SPN.SP-29 + Beex HF-61 [Combo of 2] Ultra High Bass Headset, Wired in-Ear Earphone with Mic (Pack of 2 Black)",999.0,289.0,Meyaar,SP-29 + HF-61,Black (2 Pack),In Ear,Wired
https://www.amazon.in/boAt-Rockerz-245v2-Bluetooth-Resistance/dp/B097DTJRWZ/ref=sr_1_9?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-9,"boAt Rockerz 245v2 Bluetooth Wireless in Ear Earphones with Upto 8 Hours Playback, 12mm Drivers, IPX5, Magnetic Eartips, Integrated Controls and Lightweight Design with Mic (Navy Blue)",2490.0,999.0,boAt,Rockerz,Navy Blue,In Ear,Bluetooth 5.2
https://www.amazon.in/ZEBRONICS-Bluetooth-Assistant-Transparent-Rechargeable/dp/B0BYJWNFXZ/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-30,"ZEBRONICS PODS 2 Wireless TWS Earbuds with Bluetooth 5.3, LED Display, Voice Assistant, Call Function, Transparent Charging case, Touch Control & Built-in Rechargeable Battery - Blue",2199.0,699.0,ZEBRONICS,ZEB-PODS 2 BLUE,Blue,In Ear,Wireless
https://www.amazon.in/Zebronics-Zeb-Sound-G1-Earbuds-Assistant/dp/B09NNT96BF/ref=sr_1_110?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-110,"ZEBRONICS Sound Bomb G1 Gaming Bluetooth True Wireless Stereo in Ear Earbuds, 50Ms Low Latency, AAC Support, Flash Connect, Deep Bass, Splash Proof, Voice Assistant, Bt V5.0 with Mic (Black)",3999.0,957.0,ZEBRONICS,ZEB-SOUND BOMB G1 (BLACK),Black,In Ear,Wireless
https://www.amazon.in/Boat-Bassheads-242-Earphones-Resistance/dp/B07S7QXSKS/ref=sr_1_47?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-47,boAt Bassheads 242 in Ear Wired Earphones with Mic(Spirit Lime),1490.0,599.0,boAt,Bassheads 242,Spirit Lime,In Ear,3.5 mm Jack
https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08H9Z3XQW/ref=sr_1_39?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-39,boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue),1490.0,501.0,boAt,Bassheads 242,Blue,In Ear,3.5 mm Jack
https://www.amazon.in/boAt-Rockerz-Bluetooth-Neckband-Playtime/dp/B0BBVC2QVV/ref=sr_1_21?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-21,"boAt Rockerz 245 pro Bluetooth Neckband in Ear with Mic, Beast Mode(Super Low Latency) for Gaming, ENx Tech for Clear Calls, ASAP Charge, 20HRS Playtime,IPX4, Dual Pairing & BT v5.3(Fiery Black)",2990.0,1099.0,boAt,Rockerz,Fiery Black,In Ear,Wireless
https://www.amazon.in/Meyaar-Earphones-Microphone-Isolating-Headphones/dp/B089Y272FD/ref=sr_1_74?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-74,"Meyaar SPN Wired Durable Metal Earphones SP-26 with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, (Metal White)",799.0,199.0,Meyaar,SP26,Metal White,In Ear,wired usb
https://www.amazon.in/boAt-Rockerz-335-Bluetooth-Assistant/dp/B096YC9Z6T/ref=sr_1_68?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-68,"boAt Rockerz 335 Bluetooth Wireless in Ear Earphones with Qualcomm Aptx & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound, Ipx5 and Btv5.0 with Mic (Blue Ocean)",3990.0,1299.0,boAt,Rockerz 335,Blue Ocean,In Ear,Wireless
https://www.amazon.in/Zebronics-Zeb-Thunder-PRO-Headphone-Supporting/dp/B097JN5V18/ref=sr_1_12?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-12,"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone with BTv5.0, Up to 21 Hours Playback, 40mm Drivers with Deep Bass, Wired Mode, USB-C Type Charging(Black+Blue)",1899.0,850.0,ZEBRONICS,ZEB-THUNDER PRO(BLUE),blue,Over Ear,Wireless
https://www.amazon.in/Rockerz-261-Wireless-Earphones-Raging/dp/B07KY3G7PZ/ref=sr_1_36?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-36,boAt Rockerz 261 in Ear Wireless Earphones with mic(Raging Red),4990.0,1199.0,boAt,Rockerz,Raging Red,In Ear,Wireless
https://www.amazon.in/Zebronics-90-Pro-Resistant-Black/dp/B08RJ1VLFK/ref=sr_1_86?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-86,"ZEBRONICS Zeb-Yoga 90 Pro Wireless Bluetooth in Ear Neckband Earphone with Rapid Charge,Dual Pairing,Magnetic earpiece,Splash Proof,Type C Charging with Mic (Black)",2999.0,599.0,ZEBRONICS,Zebronics Zeb Yoga 90 Pro,Black,In Ear,Wireless
https://www.amazon.in/Rockerz-450-Masaba-Bluetooth-Headphone/dp/B08T5W1C5F/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,"boAt Rockerz 450 Masaba Edition Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions and Dual Modes Bluetooth Wireless On Ear Headphones with Mic and (Aztec Fusion)",3990.0,1330.0,boAt,Rockerz 450,Aztec Fusion,On Ear,Wireless
